LANDUSE_TYPE,USER,PIPE DIAM,VENDOR,JAN16,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
H3,DOMESTICO MEDIO,0.5,,,45,47,43,42,42,42,42,41,41,41,40,40,40,38,39,40,38,39,38,39,38,37,38,37,37,37,37,38,37,36,36,36,36,35,34,34,34,34,10,29,28,27,26,25,23,25,25,24,25,24,24,25,24,24,23,23,24,23,23,22,23,22,21,21,22,0,31,32,33,26,24,23,27,26,24,24,24,25,27,26,26,25,25,24
H3,DOMESTICO RESIDENCIAL,0.5,Delaunet MD-100,1220,23,11,8,9,40,15,10,10,21,11,7,4,8,5,13,13,8,14,12,11,9,13,26,20,9,9,11,9,12,21,41,9,10,10,6,6,7,9,7,8,9,10,10,7,9,7,9,10,9,9,8,8,7,17,9,9,10,7,7,7,9,12,7,9,7,9,9,9,10,6,10,9,10,14,9,11,11,11,9,12,12,12,11,7
H3,DOMESTICO MEDIO,0.5,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,10,10,10,0,0,0,2,7,20,32,20,34,10,14,13,17,20,0,3,3,1,3,1,2,20,20,20,20,22,22,20,22,22,22,18,16,16,10,16,16,16,16,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,595,16,16,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,10,11,10,10,10,10,10,9,9,9,0,13,16,16,11,9,44,34,50,38,18,9,12,8,12,15,12,20,17,21,11,14,16,16,14,16,13,18,19,18,21,20,18,0,16,16,14,13,16,0,14,14,14,13,12,13,13,13
H3,DOMESTICO MEDIO,0.5,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,419,3,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,1,10,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,12,15,16,10,13,17,13,13,28,13,13,21,18,13,8,16,9,12,12,9,13,11,17,28,27,12,11,12,7
H3,DOMESTICO RESIDENCIAL,0.5,,,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,23,24,23,23,23,23,22,22,22,21,21,21,21,21,20,20,20,20,19,21,21,21,21,21,21,21,21,21,24
H3,DOMESTICO RESIDENCIAL,0.5,Cicasa NG 1/2,1220,6,5,5,4,4,5,5,5,5,2,15,9,5,6,12,10,23,17,13,9,29,21,28,37,29,14,5,6,6,6,8,8,9,8,9,7,7,8,25,11,11,14,10,12,9,7,9,10,34,39,15,0,11,16,15,15,19,13,14,14,13,16,15,15,21,21,16,15,16,19,16,48,17,10,12,13,13,15,14,13,11,12,6,20
H3,DOMESTICO MEDIO,0.5,,,22,19,16,17,16,12,15,15,26,25,55,31,27,28,31,33,33,30,30,31,30,30,30,29,29,29,0,10,15,11,13,12,14,12,20,22,17,12,15,14,14,17,17,23,19,18,22,15,7,17,0,13,12,10,9,21,21,21,21,20,20,20,19,19,19,19,19,19,19,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22
H3,DOMESTICO MEDIO,0.5,,,3,0,0,0,0,0,2,5,6,3,7,7,4,19,8,11,12,29,19,16,15,17,18,20,12,12,14,14,22,15,14,15,15,15,15,14,0,29,26,10,1,13,0,13,0,0,11,9,14,15,9,8,9,14,15,12,9,11,2,0,0,1,0,0,0,1,6,0,0,1,3,4,2,1,2,2,2,2,2,2,2,2,2,24
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,474,20,20,20,20,20,20,20,20,20,20,20,22,31,28,22,30,22,25,31,28,37,29,31,31,36,33,35,34,37,37,40,31,34,22,24,31,34,37,26,27,26,23,26,31,34,27,26,25,27,29,22,28,16,40,4,43,29,24,27,21,23,27,24,18,0,21,19,29,26,22,26,20,24,23,20,28,21,21,23,22,26,20,26,18
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,318,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,23,23,23,23,22,22,22,21,21,21,21,21,20,20,20,19,20,19,19,19,19,19,19,19,18,18,18,18,0,3,6,5,8,24,20,17,18,19,26,10,21,12,7,5,15,14,17,32,7,5,7,9,4,2
IRM,INDUSTRIAL,1,ELSTER,7874,169,143,132,183,332,282,367,217,242,179,203,180,134,172,137,183,201,248,318,302,164,210,179,195,153,200,185,257,260,196,206,197,150,188,139,202,122,147,172,165,127,79,230,163,139,139,97,138,124,155,153,215,246,250,249,198,155,128,179,164,127,134,184,211,203,311,344,189,288,233,251,258,219,256,217,229,190,249,346,289,298,158,246,237
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,683,20,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,19,0,2,13,12,11,9,7,8,9,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,0,10,11,12,20,19,16,17,19,23,17,25,16,16,22,25,22,19,24,22,21,35,21,28,22,23,33,25,20,22,23,15,8,15,11
H3,DOMESTICO MEDIO,0.5,,,20,20,20,20,20,20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,DOMESTICO RESIDENCIAL,0.5,Cicasa NG 1/2,1556,16,15,15,14,54,25,22,23,13,18,14,12,18,14,14,15,29,14,17,16,23,19,22,13,21,17,19,20,21,16,15,14,16,17,14,15,22,20,17,20,20,22,19,21,21,14,21,14,20,17,17,16,21,20,18,18,19,16,16,13,22,18,16,17,24,21,17,19,18,16,25,16,15,12,14,18,16,17,20,19,16,18,16,14
H3,DOMESTICO MEDIO,0.5,,,20,19,18,17,15,34,20,20,7,16,18,16,19,13,11,16,11,13,12,11,13,13,15,13,14,18,15,15,15,25,19,21,19,21,17,16,16,15,17,19,19,17,14,17,15,12,16,11,14,13,14,13,24,18,14,15,18,16,17,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,14,14,14,14,14,14,14,14,14,18
H3,DOMESTICO RESIDENCIAL,0.5,Cicasa NG 1/2,859,21,20,21,21,27,24,21,23,2,12,13,17,13,7,10,12,20,10,11,11,0,11,13,14,9,21,10,5,13,12,14,21,18,17,8,17,15,6,7,15,12,16,21,9,7,7,20,13,15,13,10,12,15,4,17,2,3,2,0,0,0,0,0,0,0,0,1,4,2,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1
MX,COMERCIAL,0.5,CICASA MMD-15 S,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,24,24,24,21,0,0,0,0,0,0,0,0,7,0,10,0,0,0,10,4,1,1,0,0,4,0,3,4,4
H3,SOCIAL,0.5,Delaunet MD-100,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,1,2,3,3,2,1,12,3,9,4,4,2,3,5,3,4,3,3,10,0,2,2,2,4,3,2,3,3,4,2,2,2,4,2,2,2,1,2,2,2,2,2,2,1,2,2,2
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,308,20,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,0,9,4,3,19,11,0,0,0,0,0,0,2,4,10,14,0,0,1,0,4,0,1,1,1,1,1,0,0,7,9,7,6,6,7,7,6,7,7,7,8,7,7,11,7,5,7,5,6,10,5,7,7,12,1,8,6,6
MX,ESPECIAL,0.5,CICASA MMD-15 S,11030,163,196,180,176,207,193,214,226,255,239,202,173,138,205,162,242,220,234,266,295,300,273,232,180,88,0,153,198,254,235,266,246,266,209,243,152,123,149,180,111,229,191,194,251,253,224,226,207,222,99,160,113,211,248,286,190,213,207,173,198,111,35,197,174,145,188,171,192,192,192,149,154,133,149,159,182,179,202,250,345,332,195,246,62
H3,DOMESTICO MEDIO,0.5,Cicasa NG 1/2,1540,20,20,20,20,19,28,7,7,40,21,20,13,21,20,32,21,29,26,22,37,27,19,26,15,28,27,17,17,12,9,17,21,33,34,22,13,18,22,6,14,12,15,14,16,12,9,18,10,12,12,10,8,11,37,23,17,20,9,11,20,0,11,3,17,21,20,12,14,14,12,15,13,10,12,24,15,15,6,14,14,22,26,27,19
MX,COMERCIAL,0.5,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO MEDIO,0.5,,,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,24,18,18,18,18,18,19,17,17,17,17,17,16,16,16,16,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,76,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,20,20,20,10,10,10,10,10,10,10,20,2,1,1,3,0,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,5,1,6,0,2,2,0,1,1,0,0,3,1,0,1,1,0,5,2,1,1,1,2,2,2,2,5,3,1,1
H3,SOCIAL,0.5,Cicasa NG 1/2,321,30,30,30,30,30,30,30,30,30,30,10,21,26,21,26,31,33,44,34,36,36,56,60,32,41,3,11,14,21,22,25,19,22,29,18,11,24,17,18,30,26,33,19,18,20,4,15,18,22,21,15,13,17,6,11,11,14,5,10,6,10,10,8,7,10,8,10,9,10,11,17,4,8,3,4,4,12,14,19,10,12,10,9,7
H3,DOMESTICO MEDIO,0.5,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,18,18,0,16,21,19,19,20,20,19,21,22,22,20,22,16,24,17,20,20,20,20,20,20,20,20,20,18
RHC,DOMESTICO MEDIO,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,10,10,10,10,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO MEDIO,0.5,Cicasa NG 1/2,766,9,8,7,7,15,9,7,8,5,7,7,4,6,5,6,5,5,12,8,6,5,6,5,5,6,4,6,8,9,7,6,6,4,7,5,4,6,4,6,4,5,6,7,8,9,6,14,6,8,7,0,7,9,10,11,12,10,19,14,7,13,15,15,16,18,23,24,21,19,19,20,20,19,0,5,2,1,3,4,18,15,11,10,7
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,24,10,10,24,24,24,24,2,3,2,3,4,3,2,4,2,4,3,2,3,2,1,2,1,1,1,1,0,1,1
H3,DOMESTICO MEDIO,0.5,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,450,10,10,10,10,10,30,30,30,30,30,30,30,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,10,10,10,30,6,18,19,14,13,14,15,8,18,14,16,16,17,25,4,4,1,11,0,8,7,10,7,5,6,6,3,7,8,3,7,8,5,6,13,7,9,9,19,2,16,9,8,10,7,5,7,8,8,1,8
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,438,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,15,18,21,16,13,17,16,16,15,15,15,15,15,14,14,14,14,13,13,10,11,9,9,10,8,6,6,6,5,17,17,15,24,0,15,0,16,13,16,17,18,16,20,23,14,16,16,27,16,17,17,19,22,20,20,18,19,21,14
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,329,16,16,16,16,16,16,16,16,16,16,16,16,16,10,10,10,10,10,10,10,10,10,10,16,20,11,8,10,15,14,3,13,16,5,3,8,7,8,7,6,6,6,0,17,17,17,17,17,6,14,8,10,12,12,7,9,8,8,9,6,8,11,7,8,9,7,9,9,7,9,13,8,7,10,6,8,7,7,8,9,11,12,15,12
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,621,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,11,5,1,3,0,1,19,17,20,18,20,18,18,16,19,18,14,20,15,18,19,15,21,14,20,21,21,18,23,24,22,1,16,2,15,3,12,7,7,5,6,5,0,0,1,1,0,3,1,3,3,5,5,4,4,7,3,4,5,4
H3,DOMESTICO MEDIO,0.5,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO MEDIO,0.5,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,48,24,21,21,28,22,20,13,20,16,13,19,17,24,22,18,18,19,19,19,18,18,18,17,18,17,17,17,17,17,23,23,23,22,22,22,22,16,15,14,13,20,14,15,15,15,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO MEDIO,0.5,AZTECA,3093,19,18,23,27,29,17,24,24,17,23,25,20,25,19,17,24,28,30,30,25,37,22,28,20,43,26,22,24,22,25,25,22,47,30,16,15,23,13,6,10,9,11,14,12,12,9,11,16,12,1,10,2,10,14,6,6,8,7,0,4,0,4,3,2,2,2,2,2,0,1,1,0,0,0,1,10,10,10,8,19,19,19,19,0
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1260,20,20,16,19,20,18,19,19,18,15,20,17,20,16,16,18,17,17,17,17,16,16,16,16,16,0,19,16,20,20,20,19,18,30,24,17,28,22,24,23,20,21,18,18,23,18,26,15,21,21,19,18,24,22,19,22,24,23,23,19,23,24,21,31,23,23,24,21,21,23,22,21,21,32,23,31,20,19,18,19,19,18,22,12
H3,DOMESTICO RESIDENCIAL,0.5,,,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,14,14,30,30,30,30,30,30,30,13,13,14,15,17,16,16,16,18,16,16,18,11,15,15,15,14,14,13,14,13,13,13,12,13,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,10
H3,DOMESTICO MEDIO,0.5,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,0,10,9,21,10,10,10,23,23,0,19,18,17,16,15,13,15,15,14,14,14,14,13,13,13,13,12,14,14,14,14,14,14,14,14,14,24
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1134,21,23,0,1,2,2,1,2,2,3,3,2,2,2,3,2,2,2,1,2,3,3,4,4,4,3,2,3,3,2,3,2,2,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,20,25,32,26,17,40,27,18,21,20,33,25,25,0,27,31,29,20,22,22,0,21,26,20,18,32,25,54,36,33,23,26,23,27,29,19
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,627,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,15,12,9,12,13,15,15,12,18,9,9,10,9,9,11,20,17,18,19,15,8,8,13,13,17,14,12,11,12,12,11,11,11,4,8,11,12,12,9,11,10,11,11,10,15,10,16,12,12,10,11,2,11,11,11,0,10,10,9,9
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,598,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,3,5,5,4,8,11,10,13,15,12,3,5,3,8,5,12,8,4,6,11,2,1,13,28,27,24,24,3,3,6,6,5,4,5,2,5,3,2,7,13,16,15,16,15,12,14,10,40,7,8,17,14,14,13,9,10,11,9,7
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,599,13,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,8,8,7,7,6,6,6,5,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,23,0,22,26,20,21,20,17,20,20,19,18,19,60,25,26,27,28,29,47,32,22,24,31,13,30,28,28,23
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,517,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,0,15,15,15,15,15,15,11,14,14,16,15,14,13,13,14,16,9,16,15,14,16,16,20,15,17,17,14,15,11,18,11,12,13,15,17,18,15,17,20,14,12
H3,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,502,10,9,13,11,15,12,18,12,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,9,8,8,8,7,7,7,7,7,7,6,6,6,6,6,0,15,15,15,15,15,10,12,12,12,13,13,12,17,15,13,15,11,14,18,11,14,14,16,13,17,15,12,14,13,15,13,12,15,16,16,15,18,15,17,13,11
H3,DOMESTICO MEDIO,0.5,,,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,12,13,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,7,7,19,19,19,18,18,18,18,17,17,17,17,17,16,16,16,16,16,15,15,14,16,16,16,16,16,16,16,16,16,24
H3,DOMESTICO MEDIO,0.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,15,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,244,14,9,2,14,8,5,3,2,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,2,23,13,14,12,11,7,16,3,10,12,6,6,8,7,10,10,10,8,11,10,9,12,10,6,9,7,9,11,9,7,8,11,10,13,8,9,14,10,0,13,8,9,12,10,10,13,10,12,17,10,11,11,11,12,20,11,13,13,10
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,240,20,0,10,17,5,10,29,54,6,12,32,21,22,13,29,22,24,38,28,26,17,18,17,18,31,12,14,19,23,29,23,6,3,26,16,17,5,8,2,26,33,29,30,19,29,16,8,2,20,22,4,9,15,20,20,2,17,15,8,2,4,13,18,0,2,27,23,13,10,14,7,7,21,1,7,26,2,4,3,14,20,3,8,14
H3,DOMESTICO MEDIO,0.5,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,21,22,21,22,21,21,21,20,20,19,0,0,0,0,0,0,10,0,2,24
H3,DOMESTICO MEDIO,0.5,,,20,20,13,20,15,16,16,16,15,20,20,20,17,17,17,18,17,17,16,17,17,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8,8,24
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,355,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,20,24,25,20,19,21,19,17,13,12,15,13,14,14,12,17,15,14,12
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,538,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,25,25,23,32,30,28,32,27,23,27,28,27,26,19,19,20,23,22,22,15
H3,DOMESTICO MEDIO,0.5,BADGERMETER,1452,0,25,20,0,13,12,15,14,11,10,15,12,16,12,11,11,11,11,14,13,15,9,14,17,18,14,17,14,15,15,18,18,15,22,20,17,24,15,18,14,23,18,14,18,17,17,18,16,17,14,16,8,14,22,19,14,13,14,15,12,18,14,13,13,12,12,11,13,13,15,12,11,17,10,14,14,13,14,13,12,13,14,10,13
H3,DOMESTICO BAJA,0.5,,,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,DOMESTICO MEDIO,0.5,BADGERMETER,2418,20,17,19,18,17,18,17,17,17,26,17,30,16,15,25,26,27,29,34,48,40,33,52,2,34,34,32,0,25,20,23,22,20,17,20,0,18,20,15,14,20,14,20,17,16,16,17,16,17,16,16,16,16,16,15,16,15,15,15,15,15,14,14,14,13,14,13,13,13,12,15,15,15,15,15,15,14,14,14,14,14,15,15,15
H3,DOMESTICO MEDIO,0.5,,,15,5,10,17,20,6,8,13,12,12,11,7,14,9,9,13,10,10,25,11,13,11,10,9,18,12,13,12,12,11,12,14,12,12,11,11,10,9,11,10,12,11,11,10,9,9,10,8,9,9,9,9,10,9,9,10,9,9,14,4,9,32,9,13,13,12,14,13,11,12,17,14,12,12,10,13,13,13,12,13,13,10,15,24
H3,DOMESTICO RESIDENCIAL,0.5,CICASA MMD-15 S,475,20,20,20,20,20,20,20,20,20,20,20,29,16,8,7,12,11,10,10,5,6,6,6,6,6,7,7,5,6,6,7,6,8,6,6,6,0,3,3,3,5,5,2,3,1,1,2,2,4,2,3,6,4,4,8,18,21,20,24,24,20,15,10,11,15,14,14,7,15,14,14,11,11,8,10,15,11,14,15,9,11,8,10,8
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,272,6,6,7,20,8,0,7,7,8,8,6,5,6,0,5,21,13,8,27,12,21,16,16,16,17,16,16,16,16,15,15,15,15,15,14,14,14,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,10,0,36,12,14,16,15,12,16,14,12,10,11,17,12,12,11,12,11,10,12,7
H3,DOMESTICO MEDIO,0.5,BADGERMETER,4117,18,18,17,17,20,17,20,17,17,49,42,28,38,18,28,26,27,37,46,39,42,32,26,33,35,33,36,34,35,44,35,28,34,34,49,29,39,33,30,26,29,32,34,45,63,61,44,73,55,56,40,43,52,48,45,51,42,36,43,32,41,37,42,42,31,21,27,22,24,17,23,18,21,3,13,14,13,17,19,15,14,14,13,15
H3,DOMESTICO MEDIO,0.5,BADGERMETER,1115,9,9,8,9,9,9,11,11,7,16,8,11,10,9,8,9,7,5,7,7,12,9,10,7,8,11,10,8,9,9,9,9,8,8,8,8,8,7,7,7,7,0,8,7,7,5,5,5,11,8,6,7,6,6,7,6,6,6,6,6,6,5,5,5,5,21,7,8,8,8,20,10,20,20,3,20,2,5,5,11,11,12,12,0
H3,DOMESTICO MEDIO,0.5,MSDELAUNET,264,13,12,10,20,0,6,38,10,13,20,21,17,25,17,18,18,10,19,11,20,18,14,16,19,19,17,25,18,19,21,19,19,16,13,45,23,0,17,20,18,15,15,16,16,16,22,23,17,11,17,17,0,29,29,17,19,10,34,20,16,11,30,14,16,17,21,16,19,21,19,19,16,10,10,9,12,11,14,6,6,6,6,6,4
H3,DOMESTICO MEDIO,0.5,,,20,0,20,0,7,7,7,14,19,13,8,8,6,4,1,14,0,5,33,14,14,17,13,19,21,19,20,13,15,14,16,16,33,17,38,0,19,51,7,20,9,15,21,22,15,16,16,17,34,19,19,20,20,20,21,19,19,19,19,19,19,18,18,18,17,17,17,17,17,16,16,16,16,15,17,16,16,16,16,16,16,16,16,24
H3,DOMESTICO MEDIO,0.5,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,21,23,23,23,23,23,23,22,22,22,22,22,23,23,24
